"","Weights","Mu_1","Mu_2","Mu_3","Mu_4","Mu_5","Xi_11","Xi_12","Xi_13","Xi_14","Xi_15","Xi_22","Xi_23","Xi_24","Xi_25","Xi_33","Xi_34","Xi_35","Xi_44","Xi_45","Xi_55"
"1",0.0000000804922911809119,-1.28311572673283,-0.922164406435121,0.088981762792106,1.37337849304893,2.10312944038778,0.22764020385971,0.00326546690811314,-0.316591948667064,-0.148728963608754,-0.0338379556725394,1.09519255540718,-0.722919876715872,-0.409757881498261,0.0297116166215874,5.47035760983016,-0.435307382811103,-0.133284992489951,2.19364710366394,-0.57940774485514,0.506666533260456
"2",0.000000233154363638495,-2.49755173095288,-1.05955868939767,-0.0495540802313431,1.01390492772649,1.58202449882362,0.400729678967794,0.0212486132837166,-0.637363472923777,-0.218943747369727,-0.0327313639220383,1.09428765851263,-0.465592785477481,-0.249684977291296,-0.0768517886843649,5.45963378439248,-0.34211450693751,0.214628711349143,1.61160867187053,-0.469454893135096,0.427795223089775
"3",0.0000011020824178039,-1.72054488784883,-0.848477102770585,-0.00877216648786218,1.20909927876487,1.8643358400034,0.337131722321846,-0.056335857856957,-0.336401784556123,-0.558019971318405,0.0739984677309273,1.19228696927843,-1.02886904371621,-0.312529160289032,0.0825677207100527,5.10922716875638,0.793764819813892,-0.412505293999053,2.38168871812549,-0.412630360992098,0.434647843370085
"4",0.0000000252062876240578,-2.31137766743919,-1.40234602180236,-0.288916910512837,0.831270439121631,1.24160884327778,0.41738281013166,-0.0922379650838721,-0.655468299130249,-0.190946269690181,-0.0492749052255329,1.66772688116306,-1.81000819939175,-0.212269220565456,-0.0552230936124259,6.71788431250416,-0.389689603102933,0.0933022942581253,2.2310600301745,-0.615858872920542,0.530359744031132
"5",0.000102436677294531,-2.14946267961132,-1.15199303311673,-0.0690116259448219,1.0876412814532,2.03559696555443,0.453171481946713,0.103169622845152,-0.356999033794611,-0.62600427722698,0.0432840316552991,1.23763172661156,-0.869193751953726,-0.631691652318279,-0.0107503526465928,5.50723849168886,-0.281046608410782,-0.0946231568375828,3.2971174551813,-0.642149472915141,0.597373538530506
"6",0.000000029671849502703,-2.34171535576682,-1.21184135743522,-0.0228927818049916,0.975430226119408,1.62674723354598,0.376753511480367,0.0445061962218695,-0.414382146454568,-0.297597426239852,-0.0182679809315332,1.49953713339982,-0.603603096851165,-0.258370739212618,-0.211262787626374,3.52295925749931,-0.22418678786921,-0.1805380196406,2.02222270106131,-0.415573215553114,0.455525775511938
"7",0.0000127214326185324,-1.7769601731637,-0.723415115896218,0.0119589139512088,1.04645469186735,1.27382995629669,0.622506541046848,-0.0938420520690784,-0.243749305328966,-0.540138520844368,-0.0263029205184408,1.04936433210764,-0.412565138376055,-0.432607158988207,0.124709444946732,4.68273663753315,-0.412419757570502,-0.174592461048914,2.44334427862633,-0.547200639156901,0.549596051645848
"8",0.0000000335531299063877,-2.0786615920364,-0.995671915267329,-0.040291995985874,1.07665336279399,1.57398984943158,0.366125152653919,-0.0103138485579197,-0.459099450384905,-0.449159284989766,0.11942850805098,1.10394327513118,-0.731656669719607,0.129921894128209,-0.14433047338595,6.05748629548595,-0.67079853134757,-0.398515426301994,2.20272671394598,-0.47416303632138,0.399219221731761
"9",0.000007747541947938,-1.59273729168458,-0.839678229622335,0.0142387034909321,1.20133919513105,1.67514104164431,0.458042945620646,-0.108619979179639,-0.769023730644442,-0.504323000334079,0.0748998951601171,0.989626076088451,-0.0266497568860365,0.0139830343179842,-0.146178919765624,5.377253679887,0.441122245999067,-0.220360029886522,2.40319819550575,-0.756090696340412,0.708870077261196
"10",0.000781384291729631,-2.48867011281019,-1.07355491236507,-0.0925828366306447,1.10134846139553,1.58160574254652,0.55653711685056,-0.172514575856069,-0.202670650760854,-0.703286933924432,-0.0254603402651792,1.51965504766123,-1.28433686145007,0.000944018156074061,-0.165673458582479,6.92851898649166,0.547129905625282,-0.474419330654386,2.63914373615433,-0.314560644711385,0.569571526225554
